zone_id,date,rainfall_mm,soil_moisture,runoff_mm,flood_label
7,20211219,0,0.93,0,0
7,20211220,0,0.92,0,0
7,20211221,0,0.92,0,0
7,20211222,0,0.91,0,0
7,20211223,0,0.9,0,0
7,20211224,0,0.9,0,0
7,20211225,0,0.89,0,0
7,20211226,0,0.88,0,0
7,20211227,0.41,0.88,0.3608,0
7,20211228,0.87,0.87,0.7569,0
7,20211229,0.92,0.87,0.8004,0
7,20211230,55.65,0.89,49.5285,1
7,20211231,42.52,0.96,40.8192,1
7,20220101,8.69,0.96,8.3424,1
7,20220102,0.5,0.95,0.475,0
7,20220103,0.02,0.94,0.0188,0
7,20220104,0.01,0.93,0.0093,0
7,20220105,0.02,0.93,0.0186,0
7,20220106,0.04,0.92,0.0368,0
7,20220107,0.03,0.91,0.0273,0
7,20220108,0,0.91,0,0
7,20220109,0,0.9,0,0
7,20220110,0,0.9,0,0
7,20220111,0.02,0.89,0.0178,0
7,20220112,0.14,0.88,0.1232,0
7,20220113,0.95,0.87,0.8265,0
7,20220114,0.68,0.87,0.5916,0
7,20220115,0.64,0.86,0.5504,0
7,20220116,5.86,0.86,5.0396,0
7,20220117,6.17,0.86,5.3062,1
7,20220118,1.52,0.86,1.3072,0
7,20220119,0.47,0.85,0.3995,0
7,20220120,0,0.85,0,0
7,20220121,0,0.84,0,0
7,20220122,0,0.83,0,0
7,20220123,0.59,0.83,0.4897,0
7,20220124,3.1,0.83,2.573,0
7,20220125,1.19,0.82,0.9758,0
7,20220126,0.7,0.82,0.574,0
7,20220127,0.19,0.81,0.1539,0
7,20220128,0.26,0.8,0.208,0
7,20220129,0.08,0.8,0.064,0
7,20220130,0,0.79,0,0
7,20220131,0,0.78,0,0
7,20220201,0,0.78,0,0
7,20220202,0,0.77,0,0
7,20220203,0,0.76,0,0
7,20220204,0,0.76,0,0
7,20220205,0.04,0.75,0.03,0
7,20220206,0,0.74,0,0
7,20220207,0,0.74,0,0
7,20220208,0,0.73,0,0
7,20220209,0,0.72,0,0
7,20220210,0.13,0.72,0.0936,0
7,20220211,0.25,0.71,0.1775,0
7,20220212,0.07,0.71,0.0497,0
7,20220213,0,0.7,0,0
7,20220214,0.03,0.69,0.0207,0
7,20220215,0.01,0.69,0.0069,0
7,20220216,0,0.68,0,0
7,20220217,0,0.68,0,0
7,20220218,0,0.67,0,0
7,20220219,0,0.67,0,0
7,20220220,0,0.66,0,0
7,20220221,0,0.66,0,0
7,20220222,0.03,0.65,0.0195,0
7,20220223,0,0.65,0,0
7,20220224,0,0.64,0,0
7,20220225,0,0.64,0,0
7,20220226,0.01,0.63,0.0063,0
7,20220227,0,0.63,0,0
7,20220228,0,0.62,0,0
7,20220301,0,0.62,0,0
7,20220302,0,0.61,0,0
7,20220303,0,0.61,0,0
7,20220304,0.06,0.61,0.0366,0
7,20220305,0.01,0.6,0.006,0
7,20220306,0.89,0.6,0.534,0
7,20220307,0.21,0.6,0.126,0
7,20220308,0,0.59,0,0
7,20220309,0,0.59,0,0
7,20220310,0,0.59,0,0
7,20220311,0,0.58,0,0
7,20220312,0,0.58,0,0
7,20220313,0.01,0.57,0.0057,0
7,20220314,0,0.57,0,0
7,20220315,0,0.57,0,0
7,20220316,0,0.56,0,0
7,20220317,0,0.56,0,0
7,20220318,0,0.55,0,0
7,20220319,0.01,0.55,0.0055,0
7,20220320,0.08,0.55,0.044,0
7,20220321,0.49,0.55,0.2695,0
7,20220322,0.87,0.55,0.4785,0
7,20220323,0.01,0.54,0.0054,0
7,20220324,0.01,0.54,0.0054,0
7,20220325,0,0.54,0,0
7,20220326,0,0.53,0,0
7,20220327,0,0.53,0,0
7,20220328,0,0.53,0,0
7,20220329,0,0.53,0,0
7,20220330,0,0.53,0,0
7,20220331,0.01,0.52,0.0052,0
7,20220401,0,0.52,0,0
7,20220402,0.01,0.52,0.0052,0
7,20220403,0,0.52,0,0
7,20220404,0.01,0.52,0.0052,0
7,20220405,0,0.52,0,0
7,20220406,0.05,0.52,0.026,0
7,20220407,0.1,0.52,0.052,0
7,20220408,0.14,0.52,0.0728,0
7,20220409,0.14,0.52,0.0728,0
7,20220410,0.66,0.52,0.3432,0
7,20220411,0.26,0.52,0.1352,0
7,20220412,0.07,0.52,0.0364,0
7,20220413,0.11,0.52,0.0572,0
7,20220414,0.02,0.52,0.0104,0
7,20220415,0.02,0.52,0.0104,0
7,20220416,0.03,0.52,0.0156,0
7,20220417,0.42,0.52,0.2184,0
7,20220418,0.33,0.52,0.1716,0
7,20220419,0.03,0.52,0.0156,0
7,20220420,0.02,0.52,0.0104,0
7,20220421,0.01,0.52,0.0052,0
7,20220422,0.02,0.51,0.0102,0
7,20220423,0.04,0.51,0.0204,0
7,20220424,0,0.51,0,0
7,20220425,0,0.51,0,0
7,20220426,0,0.51,0,0
7,20220427,0,0.51,0,0
7,20220428,0,0.51,0,0
7,20220429,0.02,0.51,0.0102,0
7,20220430,0.01,0.51,0.0051,0
7,20220501,0.38,0.51,0.1938,0
7,20220502,0.99,0.51,0.5049,0
7,20220503,0.48,0.52,0.2496,0
7,20220504,1.98,0.52,1.0296,0
7,20220505,1.93,0.52,1.0036,0
7,20220506,4.02,0.52,2.0904,0
7,20220507,8.16,0.54,4.4064,0
7,20220508,0.52,0.54,0.2808,0
7,20220509,1.28,0.53,0.6784,0
7,20220510,10.74,0.54,5.7996,1
7,20220511,6.44,0.55,3.542,0
7,20220512,8.99,0.55,4.9445,0
7,20220513,1.16,0.57,0.6612,0
7,20220514,1.15,0.56,0.644,0
7,20220515,7.5,0.56,4.2,0
7,20220516,6.12,0.58,3.5496,0
7,20220517,2.55,0.58,1.479,0
7,20220518,1.4,0.58,0.812,0
7,20220519,0.45,0.57,0.2565,0
7,20220520,0.4,0.57,0.228,0
7,20220521,0.02,0.56,0.0112,0
7,20220522,0.03,0.56,0.0168,0
7,20220523,0.01,0.55,0.0055,0
7,20220524,0.07,0.55,0.0385,0
7,20220525,2.43,0.55,1.3365,0
7,20220526,3.13,0.55,1.7215,0
7,20220527,1.93,0.55,1.0615,0
7,20220528,0.08,0.55,0.044,0
7,20220529,0.13,0.54,0.0702,0
7,20220530,0.09,0.54,0.0486,0
7,20220531,0.03,0.54,0.0162,0
7,20220601,0.01,0.53,0.0053,0
7,20220602,0,0.53,0,0
7,20220603,0.01,0.53,0.0053,0
7,20220604,0.01,0.53,0.0053,0
7,20220605,1.81,0.53,0.9593,0
7,20220606,3.7,0.53,1.961,0
7,20220607,2.57,0.53,1.3621,0
7,20220608,0.38,0.53,0.2014,0
7,20220609,0.26,0.53,0.1378,0
7,20220610,0.21,0.53,0.1113,0
7,20220611,1.31,0.53,0.6943,0
7,20220612,1.97,0.53,1.0441,0
7,20220613,1.48,0.53,0.7844,0
7,20220614,1.54,0.53,0.8162,0
7,20220615,8.16,0.54,4.4064,0
7,20220616,8.64,0.55,4.752,0
7,20220617,7.47,0.56,4.1832,0
7,20220618,4.74,0.56,2.6544,0
7,20220619,28.85,0.59,17.0215,1
7,20220620,18.31,0.64,11.7184,1
7,20220621,23.54,0.66,15.5364,1
7,20220622,9.51,0.68,6.4668,1
7,20220623,3.63,0.67,2.4321,0
7,20220624,2.55,0.67,1.7085,0
7,20220625,1.99,0.67,1.3333,0
7,20220626,0.65,0.66,0.429,0
7,20220627,2.44,0.65,1.586,0
7,20220628,2.59,0.66,1.7094,0
7,20220629,5.16,0.65,3.354,0
7,20220630,5.14,0.66,3.3924,0
7,20220701,4.5,0.66,2.97,0
7,20220702,3,0.66,1.98,0
7,20220703,3.04,0.66,2.0064,0
7,20220704,3.24,0.66,2.1384,0
7,20220705,6.45,0.66,4.257,0
7,20220706,4.59,0.67,3.0753,0
7,20220707,1.75,0.66,1.155,0
7,20220708,3.76,0.66,2.4816,0
7,20220709,2.01,0.66,1.3266,0
7,20220710,2.79,0.66,1.8414,0
7,20220711,1.15,0.65,0.7475,0
7,20220712,1.38,0.65,0.897,0
7,20220713,2.29,0.65,1.4885,0
7,20220714,0.31,0.64,0.1984,0
7,20220715,0.09,0.63,0.0567,0
7,20220716,5.09,0.63,3.2067,0
7,20220717,9.42,0.65,6.123,1
7,20220718,2,0.65,1.3,0
7,20220719,0.94,0.64,0.6016,0
7,20220720,10.14,0.65,6.591,1
7,20220721,5.89,0.66,3.8874,0
7,20220722,15.58,0.68,10.5944,1
7,20220723,1.46,0.68,0.9928,0
7,20220724,3.4,0.68,2.312,0
7,20220725,3.46,0.68,2.3528,0
7,20220726,7.74,0.69,5.3406,1
7,20220727,0.2,0.68,0.136,0
7,20220728,0.75,0.68,0.51,0
7,20220729,0.73,0.68,0.4964,0
7,20220730,1.37,0.67,0.9179,0
7,20220731,4.17,0.67,2.7939,0
7,20220801,8.36,0.67,5.6012,1
7,20220802,6.98,0.68,4.7464,0
8,20210902,7.02,0.73,5.1246,0
8,20210903,8.8,0.73,6.424,1
8,20210904,12.16,0.74,8.9984,1
8,20210905,7.22,0.75,5.415,1
8,20210906,6.91,0.75,5.1825,0
8,20210907,0.43,0.75,0.3225,0
8,20210908,0.06,0.74,0.0444,0
8,20210909,0.15,0.74,0.111,0
8,20210910,0.53,0.73,0.3869,0
8,20210911,0.06,0.73,0.0438,0
8,20210912,0.17,0.72,0.1224,0
8,20210913,0.05,0.72,0.036,0
8,20210914,0.04,0.71,0.0284,0
8,20210915,1.77,0.71,1.2567,0
8,20210916,2.6,0.71,1.846,0
8,20210917,1.42,0.71,1.0082,0
8,20210918,5.01,0.71,3.5571,0
8,20210919,6.04,0.71,4.2884,0
8,20210920,3.03,0.71,2.1513,0
8,20210921,4.59,0.71,3.2589,0
8,20210922,21.25,0.74,15.725,1
8,20210923,1.37,0.74,1.0138,0
8,20210924,1.87,0.74,1.3838,0
8,20210925,7.28,0.73,5.3144,1
8,20210926,7.13,0.75,5.3475,1
8,20210927,0.08,0.74,0.0592,0
8,20210928,2.25,0.73,1.6425,0
8,20210929,1.48,0.73,1.0804,0
8,20210930,3.93,0.73,2.8689,0
8,20211001,2.28,0.73,1.6644,0
8,20211002,5.59,0.73,4.0807,0
8,20211003,4.45,0.73,3.2485,0
8,20211004,4.71,0.73,3.4383,0
8,20211005,37.11,0.76,28.2036,1
8,20211006,8.39,0.79,6.6281,1
8,20211007,3.17,0.79,2.5043,0
8,20211008,3.81,0.78,2.9718,0
8,20211009,5.3,0.78,4.134,0
8,20211010,9.41,0.79,7.4339,1
8,20211011,4.31,0.8,3.448,0
8,20211012,4.16,0.79,3.2864,0
8,20211013,6.49,0.8,5.192,0
8,20211014,0.24,0.79,0.1896,0
8,20211015,2.84,0.79,2.2436,0
8,20211016,1.62,0.79,1.2798,0
8,20211017,3.02,0.79,2.3858,0
8,20211018,0.37,0.79,0.2923,0
8,20211019,3.3,0.78,2.574,0
8,20211020,1.74,0.78,1.3572,0
8,20211021,1.85,0.79,1.4615,0
8,20211022,0.51,0.78,0.3978,0
8,20211023,0.54,0.78,0.4212,0
8,20211024,5.98,0.78,4.6644,0
8,20211025,0.93,0.78,0.7254,0
8,20211026,0.98,0.77,0.7546,0
8,20211027,0.75,0.77,0.5775,0
8,20211028,6.67,0.76,5.0692,0
8,20211029,25.07,0.79,19.8053,1
8,20211030,17.88,0.83,14.8404,1
8,20211031,16.09,0.83,13.3547,1
8,20211101,21.37,0.86,18.3782,1
8,20211102,23.68,0.88,20.8384,1
8,20211103,30.77,0.91,28.0007,1
8,20211104,18.47,0.92,16.9924,1
8,20211105,16.95,0.92,15.594,1
8,20211106,49.77,0.94,46.7838,1
8,20211107,40.64,0.97,39.4208,1
8,20211108,36.4,0.98,35.672,1
8,20211109,16.97,0.98,16.6306,1
8,20211110,84.05,0.99,83.2095,1
8,20211111,75.19,1,75.19,1
8,20211112,3.63,0.99,3.5937,0
8,20211113,3.72,0.99,3.6828,0
8,20211114,4.74,0.99,4.6926,0
8,20211115,4.57,0.99,4.5243,0
8,20211116,2.4,0.99,2.376,0
8,20211117,11,0.99,10.89,1
8,20211118,74.21,1,74.21,1
8,20211119,20.62,1,20.62,1
8,20211120,16.63,1,16.63,1
8,20211121,7.5,1,7.5,1
8,20211122,5,0.99,4.95,0
8,20211123,2.29,0.99,2.2671,0
8,20211124,2.87,0.99,2.8413,0
8,20211125,18.25,0.99,18.0675,1
8,20211126,58.61,1,58.61,1
8,20211127,29.98,1,29.98,1
8,20211128,61.12,1,61.12,1
8,20211129,12.76,1,12.76,1
8,20211130,9.8,1,9.8,1
8,20211201,1.22,1,1.22,0
8,20211202,0.03,1,0.03,0
8,20211203,0.14,0.99,0.1386,0
8,20211204,0.01,0.99,0.0099,0
8,20211205,0.15,0.99,0.1485,0
8,20211206,1.22,0.98,1.1956,0
8,20211207,0.09,0.98,0.0882,0
8,20211208,0.38,0.97,0.3686,0
8,20211209,3.98,0.97,3.8606,0
8,20211210,2.35,0.97,2.2795,0
8,20211211,3.71,0.96,3.5616,0
8,20211212,6,0.96,5.76,1
8,20211213,6.87,0.96,6.5952,1
8,20211214,2.34,0.96,2.2464,0
8,20211215,1.6,0.95,1.52,0
8,20211216,0.48,0.95,0.456,0
8,20211217,0.15,0.94,0.141,0
8,20211218,0,0.93,0,0
8,20211219,0,0.93,0,0
8,20211220,0,0.92,0,0
8,20211221,0,0.92,0,0
8,20211222,0,0.91,0,0
8,20211223,0,0.9,0,0
8,20211224,0,0.9,0,0
8,20211225,0,0.89,0,0
8,20211226,0,0.88,0,0
8,20211227,0.41,0.88,0.3608,0
8,20211228,0.87,0.87,0.7569,0
8,20211229,0.92,0.87,0.8004,0
8,20211230,55.65,0.89,49.5285,1
8,20211231,42.52,0.96,40.8192,1
8,20220101,8.69,0.96,8.3424,1
8,20220102,0.5,0.95,0.475,0
8,20220103,0.02,0.94,0.0188,0
8,20220104,0.01,0.93,0.0093,0
8,20220105,0.02,0.93,0.0186,0
8,20220106,0.04,0.92,0.0368,0
8,20220107,0.03,0.91,0.0273,0
8,20220108,0,0.91,0,0
8,20220109,0,0.9,0,0
8,20220110,0,0.9,0,0
8,20220111,0.02,0.89,0.0178,0
8,20220112,0.14,0.88,0.1232,0
8,20220113,0.95,0.87,0.8265,0
8,20220114,0.68,0.87,0.5916,0
8,20220115,0.64,0.86,0.5504,0
8,20220116,5.86,0.86,5.0396,0
8,20220117,6.17,0.86,5.3062,1
8,20220118,1.52,0.86,1.3072,0
8,20220119,0.47,0.85,0.3995,0
8,20220120,0,0.85,0,0
8,20220121,0,0.84,0,0
8,20220122,0,0.83,0,0
8,20220123,0.59,0.83,0.4897,0
8,20220124,3.1,0.83,2.573,0
8,20220125,1.19,0.82,0.9758,0
8,20220126,0.7,0.82,0.574,0
8,20220127,0.19,0.81,0.1539,0
8,20220128,0.26,0.8,0.208,0
8,20220129,0.08,0.8,0.064,0
8,20220130,0,0.79,0,0
8,20220131,0,0.78,0,0
8,20220201,0,0.78,0,0
8,20220202,0,0.77,0,0
8,20220203,0,0.76,0,0
8,20220204,0,0.76,0,0
8,20220205,0.04,0.75,0.03,0
8,20220206,0,0.74,0,0
8,20220207,0,0.74,0,0
8,20220208,0,0.73,0,0
8,20220209,0,0.72,0,0
8,20220210,0.13,0.72,0.0936,0
8,20220211,0.25,0.71,0.1775,0
8,20220212,0.07,0.71,0.0497,0
8,20220213,0,0.7,0,0
8,20220214,0.03,0.69,0.0207,0
8,20220215,0.01,0.69,0.0069,0
8,20220216,0,0.68,0,0
8,20220217,0,0.68,0,0
8,20220218,0,0.67,0,0
8,20220219,0,0.67,0,0
8,20220220,0,0.66,0,0
8,20220221,0,0.66,0,0
8,20220222,0.03,0.65,0.0195,0
8,20220223,0,0.65,0,0
8,20220224,0,0.64,0,0
8,20220225,0,0.64,0,0
8,20220226,0.01,0.63,0.0063,0
8,20220227,0,0.63,0,0
8,20220228,0,0.62,0,0
8,20220301,0,0.62,0,0
8,20220302,0,0.61,0,0
8,20220303,0,0.61,0,0
8,20220304,0.06,0.61,0.0366,0
8,20220305,0.01,0.6,0.006,0
8,20220306,0.89,0.6,0.534,0
8,20220307,0.21,0.6,0.126,0
8,20220308,0,0.59,0,0
8,20220309,0,0.59,0,0
8,20220310,0,0.59,0,0
8,20220311,0,0.58,0,0
8,20220312,0,0.58,0,0
8,20220313,0.01,0.57,0.0057,0
8,20220314,0,0.57,0,0
8,20220315,0,0.57,0,0
8,20220316,0,0.56,0,0
8,20220317,0,0.56,0,0
8,20220318,0,0.55,0,0
8,20220319,0.01,0.55,0.0055,0
8,20220320,0.08,0.55,0.044,0
8,20220321,0.49,0.55,0.2695,0
8,20220322,0.87,0.55,0.4785,0
8,20220323,0.01,0.54,0.0054,0
8,20220324,0.01,0.54,0.0054,0
8,20220325,0,0.54,0,0
8,20220326,0,0.53,0,0
8,20220327,0,0.53,0,0
8,20220328,0,0.53,0,0
8,20220329,0,0.53,0,0
8,20220330,0,0.53,0,0
8,20220331,0.01,0.52,0.0052,0
8,20220401,0,0.52,0,0
8,20220402,0.01,0.52,0.0052,0
8,20220403,0,0.52,0,0
8,20220404,0.01,0.52,0.0052,0
8,20220405,0,0.52,0,0
8,20220406,0.05,0.52,0.026,0
8,20220407,0.1,0.52,0.052,0
8,20220408,0.14,0.52,0.0728,0
8,20220409,0.14,0.52,0.0728,0
8,20220410,0.66,0.52,0.3432,0
8,20220411,0.26,0.52,0.1352,0
8,20220412,0.07,0.52,0.0364,0
8,20220413,0.11,0.52,0.0572,0
8,20220414,0.02,0.52,0.0104,0
8,20220415,0.02,0.52,0.0104,0
8,20220416,0.03,0.52,0.0156,0
8,20220417,0.42,0.52,0.2184,0
8,20220418,0.33,0.52,0.1716,0
8,20220419,0.03,0.52,0.0156,0
8,20220420,0.02,0.52,0.0104,0
8,20220421,0.01,0.52,0.0052,0
8,20220422,0.02,0.51,0.0102,0
8,20220423,0.04,0.51,0.0204,0
8,20220424,0,0.51,0,0
8,20220425,0,0.51,0,0
8,20220426,0,0.51,0,0
8,20220427,0,0.51,0,0
8,20220428,0,0.51,0,0
8,20220429,0.02,0.51,0.0102,0
8,20220430,0.01,0.51,0.0051,0
8,20220501,0.38,0.51,0.1938,0
8,20220502,0.99,0.51,0.5049,0
8,20220503,0.48,0.52,0.2496,0
8,20220504,1.98,0.52,1.0296,0
8,20220505,1.93,0.52,1.0036,0
8,20220506,4.02,0.52,2.0904,0
8,20220507,8.16,0.54,4.4064,0
8,20220508,0.52,0.54,0.2808,0
8,20220509,1.28,0.53,0.6784,0
8,20220510,10.74,0.54,5.7996,1
8,20220511,6.44,0.55,3.542,0
8,20220512,8.99,0.55,4.9445,0
8,20220513,1.16,0.57,0.6612,0
8,20220514,1.15,0.56,0.644,0
8,20220515,7.5,0.56,4.2,0
8,20220516,6.12,0.58,3.5496,0
8,20220517,2.55,0.58,1.479,0
8,20220518,1.4,0.58,0.812,0
8,20220519,0.45,0.57,0.2565,0
8,20220520,0.4,0.57,0.228,0
8,20220521,0.02,0.56,0.0112,0
8,20220522,0.03,0.56,0.0168,0
8,20220523,0.01,0.55,0.0055,0
8,20220524,0.07,0.55,0.0385,0
8,20220525,2.43,0.55,1.3365,0
8,20220526,3.13,0.55,1.7215,0
8,20220527,1.93,0.55,1.0615,0
8,20220528,0.08,0.55,0.044,0
8,20220529,0.13,0.54,0.0702,0
8,20220530,0.09,0.54,0.0486,0
8,20220531,0.03,0.54,0.0162,0
8,20220601,0.01,0.53,0.0053,0
8,20220602,0,0.53,0,0
8,20220603,0.01,0.53,0.0053,0
8,20220604,0.01,0.53,0.0053,0
8,20220605,1.81,0.53,0.9593,0
8,20220606,3.7,0.53,1.961,0
8,20220607,2.57,0.53,1.3621,0
8,20220608,0.38,0.53,0.2014,0
8,20220609,0.26,0.53,0.1378,0
8,20220610,0.21,0.53,0.1113,0
8,20220611,1.31,0.53,0.6943,0
8,20220612,1.97,0.53,1.0441,0
8,20220613,1.48,0.53,0.7844,0
8,20220614,1.54,0.53,0.8162,0
8,20220615,8.16,0.54,4.4064,0
8,20220616,8.64,0.55,4.752,0
8,20220617,7.47,0.56,4.1832,0
8,20220618,4.74,0.56,2.6544,0
8,20220619,28.85,0.59,17.0215,1
8,20220620,18.31,0.64,11.7184,1
8,20220621,23.54,0.66,15.5364,1
8,20220622,9.51,0.68,6.4668,1
8,20220623,3.63,0.67,2.4321,0
8,20220624,2.55,0.67,1.7085,0
8,20220625,1.99,0.67,1.3333,0
8,20220626,0.65,0.66,0.429,0
8,20220627,2.44,0.65,1.586,0
8,20220628,2.59,0.66,1.7094,0
8,20220629,5.16,0.65,3.354,0
8,20220630,5.14,0.66,3.3924,0
8,20220701,4.5,0.66,2.97,0
8,20220702,3,0.66,1.98,0
8,20220703,3.04,0.66,2.0064,0
8,20220704,3.24,0.66,2.1384,0
8,20220705,6.45,0.66,4.257,0
8,20220706,4.59,0.67,3.0753,0
8,20220707,1.75,0.66,1.155,0
8,20220708,3.76,0.66,2.4816,0
8,20220709,2.01,0.66,1.3266,0
8,20220710,2.79,0.66,1.8414,0
8,20220711,1.15,0.65,0.7475,0
8,20220712,1.38,0.65,0.897,0
8,20220713,2.29,0.65,1.4885,0
8,20220714,0.31,0.64,0.1984,0
8,20220715,0.09,0.63,0.0567,0
8,20220716,5.09,0.63,3.2067,0
8,20220717,9.42,0.65,6.123,1
8,20220718,2,0.65,1.3,0
8,20220719,0.94,0.64,0.6016,0
8,20220720,10.14,0.65,6.591,1
8,20220721,5.89,0.66,3.8874,0
8,20220722,15.58,0.68,10.5944,1
8,20220723,1.46,0.68,0.9928,0
8,20220724,3.4,0.68,2.312,0
8,20220725,3.46,0.68,2.3528,0
8,20220726,7.74,0.69,5.3406,1
8,20220727,0.2,0.68,0.136,0
8,20220728,0.75,0.68,0.51,0
8,20220729,0.73,0.68,0.4964,0
8,20220730,1.37,0.67,0.9179,0
8,20220731,4.17,0.67,2.7939,0
8,20220801,8.36,0.67,5.6012,1
8,20220802,6.98,0.68,4.7464,0
9,20210902,7.02,0.73,5.1246,0
9,20210903,8.8,0.73,6.424,1
9,20210904,12.16,0.74,8.9984,1
9,20210905,7.22,0.75,5.415,1
9,20210906,6.91,0.75,5.1825,0
9,20210907,0.43,0.75,0.3225,0
9,20210908,0.06,0.74,0.0444,0
9,20210909,0.15,0.74,0.111,0
9,20210910,0.53,0.73,0.3869,0
9,20210911,0.06,0.73,0.0438,0
9,20210912,0.17,0.72,0.1224,0
9,20210913,0.05,0.72,0.036,0
9,20210914,0.04,0.71,0.0284,0
9,20210915,1.77,0.71,1.2567,0
9,20210916,2.6,0.71,1.846,0
9,20210917,1.42,0.71,1.0082,0
9,20210918,5.01,0.71,3.5571,0
9,20210919,6.04,0.71,4.2884,0
9,20210920,3.03,0.71,2.1513,0
9,20210921,4.59,0.71,3.2589,0
9,20210922,21.25,0.74,15.725,1
9,20210923,1.37,0.74,1.0138,0
9,20210924,1.87,0.74,1.3838,0
9,20210925,7.28,0.73,5.3144,1
9,20210926,7.13,0.75,5.3475,1
9,20210927,0.08,0.74,0.0592,0
9,20210928,2.25,0.73,1.6425,0
9,20210929,1.48,0.73,1.0804,0
9,20210930,3.93,0.73,2.8689,0
9,20211001,2.28,0.73,1.6644,0
9,20211002,5.59,0.73,4.0807,0
9,20211003,4.45,0.73,3.2485,0
9,20211004,4.71,0.73,3.4383,0
9,20211005,37.11,0.76,28.2036,1
9,20211006,8.39,0.79,6.6281,1
9,20211007,3.17,0.79,2.5043,0
9,20211008,3.81,0.78,2.9718,0
9,20211009,5.3,0.78,4.134,0
9,20211010,9.41,0.79,7.4339,1
9,20211011,4.31,0.8,3.448,0
9,20211012,4.16,0.79,3.2864,0
9,20211013,6.49,0.8,5.192,0
9,20211014,0.24,0.79,0.1896,0
9,20211015,2.84,0.79,2.2436,0
9,20211016,1.62,0.79,1.2798,0
9,20211017,3.02,0.79,2.3858,0
9,20211018,0.37,0.79,0.2923,0
9,20211019,3.3,0.78,2.574,0
9,20211020,1.74,0.78,1.3572,0
9,20211021,1.85,0.79,1.4615,0
9,20211022,0.51,0.78,0.3978,0
9,20211023,0.54,0.78,0.4212,0
9,20211024,5.98,0.78,4.6644,0
9,20211025,0.93,0.78,0.7254,0
9,20211026,0.98,0.77,0.7546,0
9,20211027,0.75,0.77,0.5775,0
9,20211028,6.67,0.76,5.0692,0
9,20211029,25.07,0.79,19.8053,1
9,20211030,17.88,0.83,14.8404,1
9,20211031,16.09,0.83,13.3547,1
9,20211101,21.37,0.86,18.3782,1
9,20211102,23.68,0.88,20.8384,1
9,20211103,30.77,0.91,28.0007,1
9,20211104,18.47,0.92,16.9924,1
9,20211105,16.95,0.92,15.594,1
9,20211106,49.77,0.94,46.7838,1
9,20211107,40.64,0.97,39.4208,1
9,20211108,36.4,0.98,35.672,1
9,20211109,16.97,0.98,16.6306,1
9,20211110,84.05,0.99,83.2095,1
9,20211111,75.19,1,75.19,1
9,20211112,3.63,0.99,3.5937,0
9,20211113,3.72,0.99,3.6828,0
9,20211114,4.74,0.99,4.6926,0
9,20211115,4.57,0.99,4.5243,0
9,20211116,2.4,0.99,2.376,0
9,20211117,11,0.99,10.89,1
9,20211118,74.21,1,74.21,1
9,20211119,20.62,1,20.62,1
9,20211120,16.63,1,16.63,1
9,20211121,7.5,1,7.5,1
9,20211122,5,0.99,4.95,0
9,20211123,2.29,0.99,2.2671,0
9,20211124,2.87,0.99,2.8413,0
9,20211125,18.25,0.99,18.0675,1
9,20211126,58.61,1,58.61,1
9,20211127,29.98,1,29.98,1
9,20211128,61.12,1,61.12,1
9,20211129,12.76,1,12.76,1
9,20211130,9.8,1,9.8,1
9,20211201,1.22,1,1.22,0
9,20211202,0.03,1,0.03,0
9,20211203,0.14,0.99,0.1386,0
9,20211204,0.01,0.99,0.0099,0
9,20211205,0.15,0.99,0.1485,0
9,20211206,1.22,0.98,1.1956,0
9,20211207,0.09,0.98,0.0882,0
9,20211208,0.38,0.97,0.3686,0
9,20211209,3.98,0.97,3.8606,0
9,20211210,2.35,0.97,2.2795,0
9,20211211,3.71,0.96,3.5616,0
9,20211212,6,0.96,5.76,1
9,20211213,6.87,0.96,6.5952,1
9,20211214,2.34,0.96,2.2464,0
9,20211215,1.6,0.95,1.52,0
9,20211216,0.48,0.95,0.456,0
9,20211217,0.15,0.94,0.141,0
9,20211218,0,0.93,0,0
9,20211219,0,0.93,0,0
9,20211220,0,0.92,0,0
9,20211221,0,0.92,0,0
9,20211222,0,0.91,0,0
9,20211223,0,0.9,0,0
9,20211224,0,0.9,0,0
9,20211225,0,0.89,0,0
9,20211226,0,0.88,0,0
9,20211227,0.41,0.88,0.3608,0
9,20211228,0.87,0.87,0.7569,0
9,20211229,0.92,0.87,0.8004,0
9,20211230,55.65,0.89,49.5285,1
9,20211231,42.52,0.96,40.8192,1
9,20220101,8.69,0.96,8.3424,1
9,20220102,0.5,0.95,0.475,0
9,20220103,0.02,0.94,0.0188,0
9,20220104,0.01,0.93,0.0093,0
9,20220105,0.02,0.93,0.0186,0
9,20220106,0.04,0.92,0.0368,0
9,20220107,0.03,0.91,0.0273,0
9,20220108,0,0.91,0,0
9,20220109,0,0.9,0,0
9,20220110,0,0.9,0,0
9,20220111,0.02,0.89,0.0178,0
9,20220112,0.14,0.88,0.1232,0
9,20220113,0.95,0.87,0.8265,0
9,20220114,0.68,0.87,0.5916,0
9,20220115,0.64,0.86,0.5504,0
9,20220116,5.86,0.86,5.0396,0
9,20220117,6.17,0.86,5.3062,1
9,20220118,1.52,0.86,1.3072,0
9,20220119,0.47,0.85,0.3995,0
9,20220120,0,0.85,0,0
9,20220121,0,0.84,0,0
9,20220122,0,0.83,0,0
9,20220123,0.59,0.83,0.4897,0
9,20220124,3.1,0.83,2.573,0
9,20220125,1.19,0.82,0.9758,0
9,20220126,0.7,0.82,0.574,0
